scheduled_date,scheduled_time,board_id,title,description,image_url,link,alt_text,posted_at,pin_id,extra_images
2026-07-11,09:00,1137370149584767492,Things to do with friends that aren't dinner and drinks,"Host a sauna and cold plunge circle instead. Heat, cold, and real conversation, the gathering people leave feeling reset. Start the free 5-day course →",https://thesaunahost.com/images/pinterest/lifestyle-260109-015.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=hooks&utm_content=q-things-to-do,Friends gathered together after a Revivery session,2026-07-13T20:04:13,1137370080936813894,
2026-07-11,15:00,1137370149584773421,"This is a practice, not an event","We don't chase a feeling, we build a practice, session by session and breath by breath. That's what makes a sauna gathering land. Capacity builds over time. Discover the practice →",https://thesaunahost.com/images/pinterest/lifestyle-260109-016.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=hooks&utm_content=practice-not-event,Members in a calm moment during a Revivery session,2026-07-14T09:04:41,1137370080936849123,
2026-07-11,20:00,1137370149584773422,The self-care gift a new mom will actually use,"Not a candle. A sauna and cold plunge circle she can host or join, built around rest, connection, and a real reset. Discover the practice →",https://thesaunahost.com/images/pinterest/pin-19.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=hooks&utm_content=q-selfcare-gift,Designed pin about self-care through contrast therapy,2026-07-14T15:03:51,1137370080936871499,
2026-07-12,09:00,1137370149584767492,How to host a sauna circle in 4 steps,"How to host a sauna circle: the simple ritual we teach in the free Sauna Host course. Set the room, open with the arrival script, lead one breath together, and close with one real question. Start the free 5-day course →",https://thesaunahost.com/images/pinterest/carousels/host-01-cover.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=carousel&utm_content=how-to-host,"How to host a sauna circle in four steps, a Sauna Host carousel",2026-08-04T09:04:45,1137370080938483355,https://thesaunahost.com/images/pinterest/carousels/host-02.jpg;https://thesaunahost.com/images/pinterest/carousels/host-03.jpg;https://thesaunahost.com/images/pinterest/carousels/host-04.jpg;https://thesaunahost.com/images/pinterest/carousels/host-05.jpg
2026-07-13,09:00,1137370149584773416,Why we feel alone even around people,"Why do we feel alone even around people? Connection isn't proximity, it's a container someone builds on purpose. That's what a guided sauna and cold plunge circle creates. Start the free 5-day course →",https://thesaunahost.com/images/pinterest/fresh-q1.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-q1,A group connecting after a contrast therapy session at Revivery,2026-08-04T15:03:47,1137370080938506241,
2026-07-13,15:00,1137370149584773424,What makes a sauna gathering memorable,"What makes a gathering memorable? Not the food or the playlist, the welcome and the questions and the quiet between. Learn to host a sauna gathering people remember. See how to host →",https://thesaunahost.com/images/pinterest/fresh-q2.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-q2,Designed pin about what makes a gathering memorable,2026-08-04T20:16:56,1137370080938526162,
2026-07-13,20:00,1137370149584773422,The girls night reimagined as a sauna circle,"The girls' night you've been meaning to host, reimagined as a sauna circle. Real conversation, and everyone leaves reset instead of drained. See how to host →",https://thesaunahost.com/images/pinterest/fresh-q3.jpg,https://thesaunahost.com/lesson-5?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-q3,A group of women relaxing together at Revivery,2026-08-05T09:03:48,1137370080938564236,
2026-07-14,09:00,1137370149584773409,How to open a sauna circle in 4 moves,How to open a sauna circle: 4 simple moves that set safety and warmth in the first 90 seconds. From the free Sauna Host course. See how to host →,https://thesaunahost.com/images/pinterest/fresh-l1.jpg,https://thesaunahost.com/lesson-2?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-l1,Designed pin listing four ways to open a sauna gathering,2026-08-05T15:20:35,1137370080938589531,
2026-07-14,15:00,1137370149584773412,The 3 moves after a cold plunge,"The 3 moves in the 60 seconds after a cold plunge, where the nervous system integrates. The free Sauna Host course teaches the full contrast therapy ritual. Start the free 5-day course →",https://thesaunahost.com/images/pinterest/fresh-l2.jpg,https://thesaunahost.com/lesson-4?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-l2,Designed pin about the moments after a cold plunge,2026-08-05T20:21:50,1137370080938609158,
2026-07-14,20:00,1137370149584767492,"5 sauna gatherings, one method","5 gatherings, one method: women's circle, men's gathering, milestone, book club, or couples night. Pick your theme and host a sauna and cold plunge circle. Start the free 5-day course →",https://thesaunahost.com/images/pinterest/fresh-l3.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-l3,Designed pin showing five sauna gathering themes,2026-08-06T09:04:46,1137370080938647837,
2026-07-15,09:00,1137370149584773420,Sauna and cold plunge aesthetic,"Sauna and cold plunge aesthetic. The container is the capsule, connection is the medicine. Learn to host a guided gathering. Discover the practice →",https://thesaunahost.com/images/pinterest/fresh-p1.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-p1,A warmly lit wood sauna interior at Revivery,2026-08-06T15:04:26,1137370080938670813,
2026-07-15,15:00,1137370149584773421,A contrast therapy practice worth building,"A contrast therapy practice worth building. Heat, cold, breath, and the people you share it with. This is a practice, not an event. Discover the practice →",https://thesaunahost.com/images/pinterest/fresh-p2.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-p2,A member in a warm sauna at Revivery,2026-08-06T20:04:29,1137370080938691309,
2026-07-15,20:00,1137370149584773414,Contrast therapy done together,"Contrast therapy, done together. The space between heat and cold is where the nervous system resets. Learn to host it. See how to host →",https://thesaunahost.com/images/pinterest/fresh-p3.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-p3,A member during a contrast therapy session at Revivery,2026-08-07T09:03:46,1137370080938728199,
2026-07-16,09:00,1137370149584773420,Sauna and cold plunge ritual,"Sauna and cold plunge ritual. Heat, ice, repeat, and the quiet in between. Learn the practice at the free Sauna Host course. Discover the practice →",https://thesaunahost.com/images/pinterest/fresh-p4.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=fresh&utm_content=fresh-p4,Ice on hot sauna stones at Revivery,2026-08-08T10:42:41,1137370080938813877,
2026-08-19,19:00,1137370149584773416,The new happy hour is a group sauna,"Group sauna is the new happy hour. Same friends, better conversation, and a morning after you'll actually enjoy. The Sauna Host is a free 5-day mini course that teaches you to host a sauna and cold plunge gathering people keep coming back to. Start the free 5-day course →",images/b3-01.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-01,Four friends sitting together on a cedar sauna bench at Revivery,2026-08-19T20:57:19,1137370080939729242,
2026-08-21,15:00,1137370149584773422,Girls night reimagined as a sauna circle,"Girls night ideas that aren't dinner and drinks: host a sauna circle. Heat, cold, a playlist, and the kind of talk that only happens when phones are in the locker. The Sauna Host free course shows you exactly how. See how to host →",images/b3-02.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-02#themes,Two women laughing together beside a cold plunge,2026-08-21T15:20:06,1137370080939882017,
2026-08-21,20:00,1137370149584773416,The hangout that doesn't revolve around drinking,"Sober social ideas: host a sauna and cold plunge gathering instead of another night at the bar. The sauna and cold are the capsule, connection is the medicine. Learn to host it in the free 5-day Sauna Host course. Discover the practice →",images/b3-03.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-03,Three friends laughing in a cold plunge pool at Revivery,2026-08-21T20:16:29,1137370080939900216,
2026-08-22,09:00,1137370149584773414,"Heat, ice, repeat: the contrast therapy practice","Contrast therapy explained simply: heat, ice, repeat, and the quiet in between. This is a practice, not an event, and it's better with people. Lesson 1 of the free Sauna Host course walks you through the first round. Start the free 5-day course →",images/b3-04.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-04,Ice melting on hot sauna stones,2026-08-24T10:07:04,1137370080940108357,
2026-08-22,15:00,1137370149584773421,A Sunday sauna ritual for the quiet hour,"Sunday reset ritual: one hour of heat and cold that sets the tone for the whole week. Capacity builds over time, and it builds faster with company. The Sauna Host is a free 5-day course on hosting that hour for the people you love. Discover the practice →",images/b3-05.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-05,A woman resting with eyes closed in a cedar sauna,2026-08-24T15:04:34,1137370080940129918,
2026-08-22,20:00,1137370149584767492,A men's gathering that starts on the sauna bench,"Men's gathering ideas beyond the bar: a sauna and cold plunge night. The bench is where the real talk happens, and the cold is where the bravado drops. Host it yourself with the free 5-day Sauna Host course. See how to host →",images/b3-06.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-06#themes,A group of men sitting together in a sauna at Revivery,2026-08-24T20:04:35,1137370080940149025,
2026-08-23,09:00,1137370149584767492,Date night ideas: a couples sauna and cold plunge,"Date night ideas that leave you both lighter: heat, ice, and each other. No screens, no menu, just a shared practice. The Sauna Host free course covers how to host a couples night, step by step. Start the free 5-day course →",images/b3-07.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-07#themes,A couple sitting side by side with eyes closed in a sauna,2026-08-25T09:04:34,1137370080940191717,
2026-08-23,15:00,1137370149584773412,What happens in the 90 seconds after a cold plunge,Cold plunge tips: the 90 seconds after you get out matter more than the time in the water. Lesson 1 of the free Sauna Host course teaches the breath and the landing so every guest feels safe. Discover the practice →,images/b3-08.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-08,"A person surfacing from a cold plunge, water splashing",2026-08-25T15:04:38,1137370080940217560,
2026-08-23,20:00,1137370149584773424,"Mindful hosting: host the room, don't perform for it","Mindful hosting starts with one shift: you're not performing, you're holding the room. Light, heat, music, and permission do most of the work. The free 5-day Sauna Host course shows you how. See how to host →",images/b3-09.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-09,"A woman laughing, seated cross-legged on a sauna bench",2026-08-27T10:23:34,1137370080940365529,
2026-08-24,09:00,1137370149584767492,Milestone celebration ideas: a sauna and cold plunge ritual,"Birthday ritual, new chapter, big decision. Mark the moment with heat and cold and the people who matter. A milestone gathering is one of five themes in the free Sauna Host course. Start the free 5-day course →",images/b3-10.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-10#themes,Friends talking together in a sauna at Revivery,2026-08-27T15:04:35,1137370080940384851,
2026-08-24,15:00,1137370149584773416,Book club ideas: host the sauna edition,"Book club ideas that actually get people talking: move it to the sauna. Heat loosens the conversation, the cold sharpens it. Hosting a book club circle is covered in the free 5-day Sauna Host course. See how to host →",images/b3-11.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-11#themes,A woman smiling mid-conversation on a sauna bench,2026-08-27T20:04:35,1137370080940402222,
2026-08-24,20:00,1137370149584773412,"Cold plunge breathing: breathe first, then the cold","Cold plunge breathing made simple: two patterns, one before you step in and one once you're under. Teach them to your guests and the whole room relaxes. Lesson 1 of the free Sauna Host course. Discover the practice →",images/b3-12.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-12,Looking down into the cold plunge as a member submerges,2026-08-28T11:04:20,1137370080940448091,
2026-08-25,09:00,1137370149584773422,Moms night out ideas: a sauna and cold plunge gathering,"Moms night out ideas that feel like rest, not another errand: host a sauna circle. An hour of heat, cold, and real conversation. The free 5-day Sauna Host course shows you how to host it well. Start the free 5-day course →",images/b3-13.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-13#themes,A woman talking animatedly in a warm sauna,2026-08-28T15:04:40,1137370080940462480,
2026-08-25,15:00,1137370149584773422,A women's wellness circle for friends over 40,"Women's wellness circle ideas for friends over 40: heat, cold, and a room where nobody has to hold it together. This is strong medicine in a supported container. Learn to host it in the free Sauna Host course. See how to host →",images/b3-14.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-14#themes,A woman smiling warmly on a sauna bench,2026-08-28T20:14:35,1137370080940481321,
2026-08-25,20:00,1137370149584773409,Sauna host tip: the playlist sets the room,"Sauna hosting tips: slow enough for the heat, punctuated for the cold, quiet enough for conversation. The playlist is a host's quietest tool. Our free workbook has the full setup list. Get the workbook →",images/b3-15.jpg,https://thesaunahost.com/workbook?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-15,A man laughing on a cedar sauna bench,2026-08-29T09:04:05,1137370080940522832,
2026-08-26,09:00,1137370149584773409,The Sauna Host: a free 5-day mini course on hosting sauna and cold plunge gatherings,"Free 5-day mini course: The Sauna Host teaches you to host the gathering your friends are hungry for. Sauna, cold plunge, breath, and the conversation that follows. One short lesson a day. Start the free 5-day course →",images/b3-16.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-16,A group of friends sitting together in a cedar sauna at Revivery,2026-08-29T15:04:06,1137370080940548917,
2026-08-26,15:00,1137370149584773414,Heat ice repeat: the ritual that brings people together,"Contrast therapy with friends: heat, ice, repeat. It's not a workout, it's a ritual, and it works better in company. The Sauna Host is a free 5-day course on hosting it. Discover the practice →",images/b3-17.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-17,A group in a cold plunge pool at Revivery,2026-08-29T20:04:05,1137370080940569360,
2026-08-26,20:00,1137370149584773416,Group sauna: a new kind of happy hour,Happy hour ideas without the hangover: a group sauna night. Swap the bar for the bench and keep the friends. The free 5-day Sauna Host course shows you how to host it. Start the free 5-day course →,images/b3-18.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-18,Two men talking on a sauna bench at Revivery,2026-08-30T09:04:05,1137370080940611643,
2026-08-27,09:00,1137370149584773424,What a great sauna host does in the first 90 seconds,"Sauna hosting tips: the first 90 seconds decide the whole session. Lesson 1 of the free Sauna Host course covers the welcome, the room, and the one sentence that puts guests at ease. See how to host →",images/b3-19.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-19,A member walking through the rain shower at Revivery,2026-08-30T15:04:06,1137370080940638508,
2026-08-27,15:00,1137370149584773422,Host a women's circle they'll still be talking about,"Women's circle ideas: skip the brunch and host a sauna and cold plunge gathering. Heat, cold, and conversation that goes somewhere. One of five themes in the free 5-day Sauna Host course. Start the free 5-day course →",images/b3-20.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-20#themes,A woman in a cold plunge pool with hands clasped,2026-08-30T20:04:09,1137370080940657661,
2026-08-27,20:00,1137370149584773416,"Sober social ideas: no drinks, all connection","Sober social ideas: a sauna and cold plunge gathering is the hangout that doesn't revolve around drinking. Host a practice, not a party. The free Sauna Host course shows you how in five short lessons. Discover the practice →",images/b3-21.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-21,A man mid-conversation in a warm cedar sauna,2026-08-31T09:04:08,1137370080940694467,
2026-08-28,09:00,1137370149584773412,"Cold plunge ritual: breathe, then go","Cold plunge ritual for beginners: it isn't about being brave, it's about being prepared. Two breath patterns, taught in lesson 1 of the free Sauna Host course, make the cold workable for every guest. Start the free 5-day course →",images/b3-22.jpg,https://thesaunahost.com/lesson-1?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-22,A woman in a cold plunge with eyes closed and hands together,2026-08-31T15:04:08,1137370080940717650,
2026-08-28,15:00,1137370149584773424,How to set the room for a sauna gathering,"Sauna hosting checklist: light, heat, music, and permission. The room does most of the work if you set it with intention. Our free Sauna Host workbook has the full setup list. Get the workbook →",images/b3-23.jpg,https://thesaunahost.com/workbook?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-23,A folded towel on a wooden bench in a dark studio,2026-08-31T20:04:09,1137370080940735350,
2026-08-28,20:00,1137370149584773416,10 questions that open a room,"Conversation starters for a wellness gathering: 10 questions that open a room without feeling like icebreakers. They're in the free Sauna Host workbook, with the session flow to match. Get the workbook →",images/b3-24.jpg,https://thesaunahost.com/workbook?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-24,Two members at the doorway of the sauna and plunge room,2026-09-01T10:07:11,1137370080940775795,
2026-08-29,09:00,1137370149584767492,"Date night: heat, ice, each other","Date night ideas at home or at a studio: a sauna and cold plunge night for two. No menu, no screens, just a shared practice. The free 5-day Sauna Host course covers how to host it. See how to host →",images/b3-25.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-25#themes,A couple laughing together beside a cold plunge,2026-09-01T15:04:10,1137370080940793566,
2026-08-29,15:00,1137370149584767492,A ritual to mark the moment,"Milestone ritual ideas: birthday, new chapter, or a big decision. Mark it with heat, cold, and the people who matter. The Sauna Host free course shows you how to host a milestone gathering. Start the free 5-day course →",images/b3-26.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-26#themes,A man seated calmly on a sauna bench in a wool hat,2026-09-01T20:04:09,1137370080940811710,
2026-08-29,20:00,1137370149584767492,Men's gathering: the bench is where the real talk happens,Men's group ideas beyond the bar: sit in the heat together. The sauna bench is where guards drop and the cold is where they stay down. Host it with the free 5-day Sauna Host course. Discover the practice →,images/b3-27.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-27#themes,A man laughing with open hands on a sauna bench,,,
2026-08-30,09:00,1137370149584773421,The Sunday reset: a thermal wellness practice at home,"Thermal wellness at home: a Sunday sauna and cold plunge reset you can host for the people you live with. This is a practice, not an event, and capacity grows over time. Learn to host it in the free Sauna Host course. Start the free 5-day course →",images/b3-28.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-28,A woman with eyes closed resting in a sauna,,,
2026-08-30,15:00,1137370149584773409,Who teaches the Sauna Host: Revivery leads,"The Sauna Host free course is taught by Revivery leads, the people trained to hold the room through heat and cold every day. Learn the practice from them, then host it yourself. Discover the practice →",images/b3-29.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-29,"A Revivery lead in the cold plunge, calm and focused",,,
2026-08-30,20:00,1137370149584773421,"This is a practice, not an event","Sauna and cold plunge as a weekly practice, not a one-off event. Host it once and it's a nice night. Host it weekly and watch what changes in the room. The free 5-day Sauna Host course gets you started. Start the free 5-day course →",images/b3-30.jpg,https://thesaunahost.com/?utm_source=pinterest&utm_medium=organic&utm_campaign=b3&utm_content=b3-30,A woman smiling on a sauna bench at Revivery,,,
